Company,brand_name,key ingredients,key benefits,rating,number of rating
SBL Robinia Pseudacacia Dilution 6 CH,SBL Pvt Ltd,NA,"['Manages hyperacidity and related ailments', 'Relieves symptoms like loss of appetite and nausea', 'Assists with digestion, acidity, and gas']",4.5,404 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
Dr. Reckeweg Ruta Graveolens Dilution 30 CH,Dr Reckeweg & Co,NA,"['Relieves arthritic and rheumatic pains', 'Alleviates eye strain', 'Facilitates quick recovery from injuries', 'Reduces muscle, joint and bone pain']",4.6,256 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Bakson's Homeopathy Gastro Aid Syrup,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['It is used for the treatment of gastrointestinal issues such as hyperacidity, belching, flatulence, abdominal cramps and associated ailments', 'It relieves one from indigestion and restores lost appetite', 'Is extremely helpful in providing relief from diarrhea and constipation']",4.6,94 Ratings
SBL Graphites Dilution 200 CH,SBL Pvt Ltd,NA,"['Manages cough', 'Addresses swollen eyelids', 'Assists with concerns associated with skin concerns like acne, eczema and psoriasis', 'Maintains digestive health']",4.5,285 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Allen Osteofit Tablet,Allen Homoeo & Herbal Products Ltd,NA,"['Aids in managing osteoporosis', 'Reduces aches and pains', ""Supports women's health""]",4.6,94 Ratings
Dr. Reckeweg Echinacea Ang Mother Tincture Q,Dr Reckeweg & Co,NA,"['Useful for lymphatic inflammation and foul discharges', 'Helpful in cases of nausea, heartburn and tonsils', 'Alleviates symptoms of insect bites', 'Beneficial for urinary disorders']",4.6,66 Ratings
SBL Bio-Combination 15 Tablet,SBL Pvt Ltd,NA,"['Helps to strengthen the female reproductive system', 'Eases uterine discomfort and cramping', 'May help balance hormones in women', 'Reduces back pain and improves blood circulation']",4.5,101 Ratings
ADEL Berberis Vulg Mother Tincture Q,Adel Pekana Germany,NA,"['It can help manage kidney stones', 'Useful in skin related ailments', 'Helps in reducing bubbling sensation and stitching pain', 'It is also helpful in managing diarrhoea and constipation']",4.7,71 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
REPL Vigoura 5x Drop,Renovision Exports Pvt Ltd,NA,"['Deals with muscular weakness', ""Helps maintain men's reproductive health"", 'It may enhance sexual health']",3.8,43 Ratings
SBL Baptisia Tinctoria Mother Tincture Q,SBL Pvt Ltd,NA,"['Effective for high fever, malarial poisoning and influenza', 'Useful for thyroid fever', 'Helpful in diarrhoea and flatulence']",4.5,96 Ratings
SBL Sarsaparilla Mother Tincture Q,SBL Pvt Ltd,NA,"['Helps alleviate urinary problems', 'Helps with fluid retention', 'Supports digestive health']",4.6,111 Ratings
Dr. Reckeweg Acid Fluor Dilution 30 CH,Dr Reckeweg & Co,NA,"['Helps with hair loss', 'Useful for varicose veins', 'Helps manage ulcers']",4.4,143 Ratings
Dr Willmar Schwabe India Hamamelis Virginica Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Used in treating the inhalation of the pollen which causes haemorrhage', 'Helps in reducing the repeated colds and tuberculosis', 'Reduces the feeling of weakness', 'Calms and treats the chilliness alternating with heat', 'Provides treatment for nacho-pharyngeal catarrh', 'Used in case of burning in throat', 'Reduces the pain in limbs and thoracic oppression']",4.4,136 Ratings
SBL Boerhaavia Diffusa Mother Tincture Q,SBL Pvt Ltd,NA,"['Aids in liver detoxification', 'Helps to relieve pain while urinating', 'Supports heart health', 'Useful in case of jaundice']",4.5,119 Ratings
SBL Bio-Combination 10 Tablet,SBL Pvt Ltd,NA,"['It provides effective relief from inflamed tonsils', 'It reduces greyish white patches that cause bad breath with loss of appetite', 'It reduces pain and hoarseness of voice in swollen tonsils']",4.4,100 Ratings
Bakson's Homeopathy Calcarea Phosphorica Biochemic Tablet 6X,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Helps manage dentition and bone affection', 'Assists in managing dyspepsia', 'Works as a growth supplement for children']",4.5,53 Ratings
SBL Thlaspi Bursa Pastoris Mother Tincture Q,SBL Pvt Ltd,NA,"[""Herbal remedy for women's health"", 'Addresses colic discomfort in women', 'Manages menstrual cycle and alleviates pain']",4.7,55 Ratings
German's Thuja Anti Warts Cream,German Homoeo Care and Cure Pvt. Ltd.,NA,"['Effective remedy for warts, condylomata and excrescences', 'Thuja is also beneficial for bacterial skin infections']",3.9,189 Ratings
SBL Dulcamara Dilution 30 CH,SBL Pvt Ltd,NA,"['Effective for various respiratory disorders', 'Deals with different skin ailments', 'Relieves muscle stiffness and joint pains', 'Helpful for bladder inflammation']",4.6,307 Ratings
Dr. Reckeweg Acidum Phosph Dilution 200 CH,Dr Reckeweg & Co,NA,"['Relieves headache, exhaustion and mental weakness', 'Alleviates eye soreness', 'Useful for stomach distention and nausea', 'Improves digestion and stimulates appetite']",4.4,139 Ratings
Bakson's Homeopathy Tense Aid Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Helps relieve stress and anxiety', 'Can help relieve headache', 'May help improve memory']",4.7,30 Ratings
SBL Petroleum Dilution 30 CH,SBL Pvt Ltd,NA,"['Useful for skin conditions', 'Relieves joint sprains and stiffness', 'Alleviates nasal discharge', 'Useful for cracks and fissures']",4.5,259 Ratings
SBL Lemna Minor Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.4,62 Ratings
Haslab Digesto Syrup,HASLAB,NA,"['Removes toxins', 'Relieves constipation', 'Improves digestion']",4.4,155 Ratings
SBL Asafoetida Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.3,113 Ratings
ADEL 31 Upelva Drop,Adel Pekana Germany,NA,"['Supports relief from strong menstruation accompanied by dark, lumpy discharge and mood swings', 'Soothes exhausted, nervous and hyper-irritated women and relief weakness in the lower abdomen/hypogastrium', 'Provides protection against infections and pain in the sexual organs as well as other parts of the body', 'helps regulate influences on the digestive organs, and addresses nausea and intestinal performance anomalies']",4.3,52 Ratings
Allen Hernia Drop,Allen Homoeo & Herbal Products Ltd,NA,"['Helps in providing relief from abdominal pain', 'Helps in strengthening the abdominal walls and muscles', 'Helps in improving bowel movements', 'Provides relief from inflammation of glands']",4.7,18 Ratings
SBL Silk N Stay Anti Acne Berberis Soap,SBL Pvt Ltd,NA,"['Has excellent moisturizing and cleansing properties', 'Helps to clear the complexion, pimples and makes the skin smooth and rejuvenated', 'Helps to unclog pores and tighten the skin']",4.4,121 Ratings
Medisynth Rheuma-Saj Massage Oil,Medisynth Chemicals Pvt Ltd,NA,"['Relieves muscle pain and joint pain', 'Safe for long-term use', 'Helps manage rheumatism']",4.3,114 Ratings
Dr. Reckeweg Berberis Aquif Mother Tincture Q,Dr Reckeweg & Co,NA,"['Relieves itchy scalp and severe headache', 'Helps to improve skin health', 'Aids in improving gastrointestinal health', 'Soothes itchy and burning eyes']",4.7,46 Ratings
SBL Chimaphila Umbellata Mother Tincture Q,SBL Pvt Ltd,NA,"['Useful for urinary tract infections', 'Relieves painful urination', 'Supports urinary health']",4.6,64 Ratings
Dr. Reckeweg Conium Mac Dilution 200 CH,Dr Reckeweg & Co,NA,"['Useful for urinary infections', 'Helps with inconsistent discharge of urine', 'Promotes healing of ulcers']",4.5,188 Ratings
Dr. Reckeweg Lycopodium Dilution 1000 CH,Dr Reckeweg & Co,NA,"['Relieves constipation', 'Manages concerns related to liver and kidneys', 'Helps in relieving pains related to arthritis']",4.5,886 Ratings
Dr. Reckeweg Sepia Dilution 200 CH,Dr Reckeweg & Co,NA,"['Manages concerns associated with menopause', 'Relieves fatigue and manages nutritional deficiencies', 'Helps regulate helathy menstrual cycle']",4.6,234 Ratings
SBL Glowing Beauty Fairness Cream,SBL Pvt Ltd,NA,"['Helps to lighten skin tone', 'Reduces blemishes and dark spots', 'Helps manage acne and pimples', 'Moisturizes and nourishes the skin', 'Provides and maintains glow to the skin']",4.2,191 Ratings
Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Promotes quick healing of injuries', 'Has diaphoretic and antiseptic properties', 'Relieves rheumatic pain and mouth ulcers', 'Promotes healing of keloids']",4.5,177 Ratings
Bakson's Homeopathy Acne Aid Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Prevents excess production of sebum', 'Does not leave any mark on the scar', 'Leaves the skin clean and well-nourished']",4.2,17 Ratings
Dr. Reckeweg Carica Papaya Mother Tincture Q,Dr Reckeweg & Co,NA,"['Effective for various gut disorders', 'Boosts immunity', 'Alleviates gum and teeth problems', 'Relieves rheumatic and arthritic pains', 'Useful for urinary issues']",4.8,47 Ratings
Boericke and Tafel Glow & Fairness Soap,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps in healing the skin and making it glow', 'Assists in brightening the skin', 'Useful in the case of dark spots, breakouts, pimples, and blemishes', 'Aids in purifying the skin']",4.1,262 Ratings
REPL Dr. Advice No.49 Gray Hair Drop,Renovision Exports Pvt Ltd,NA,"['A homeopathy solution', 'Safe for consumption', 'Deals with premature greying of hair', 'May help lower breakage of hair', 'strengthens hair from the roots']",4,68 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
Allen A69 Anal Fissures Drop,Allen Homoeo & Herbal Products Ltd,NA,"['Management of anal fissures', 'Relief from rectal pain', 'Soothing lacerations, cracks, and tears', 'Targeted relief for rectal pain']",4.3,77 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Bakson B2 Stomach Drop,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Natural and effective homeopathic medicine for gas and acidity problems', 'Provides relief from acute and chronic gastritis symptoms such as heartburn, dyspepsia, ulceration, and flatulence', 'Alleviates weak digestion, bloating, and fullness', 'Made from natural ingredients that are gentle on the stomach and have no side effects', 'Provides fast relief from gas and acidity-related problems', 'Regular use leads to long-lasting relief from digestive problems without harmful side effects']",4.5,94 Ratings
Dr. Reckeweg Acid Phosph Mother Tincture Q,Dr Reckeweg & Co,NA,"['Relieves physical and mental weakness', 'Enhances memory and concentration', 'Helps relieve distention and nausea', 'Stimulates appetite and supports digestion']",4.4,86 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Bakson's Homeopathy Alfalfa Tonic with Ginseng,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Stimulates the appetite and improves digestion', 'Manages disturbed sleep or nervous exhaustion', 'Supports a healthy nervous system']",4.3,159 Ratings
Dr. Reckeweg R34 Recalcifying Drop,Dr Reckeweg & Co,NA,"['Helps in supporting bone health', 'Reduces pain and inflammation', 'Enhances calcium levels in the body']",4.7,54 Ratings
SBL Wipe Clear Acne Lotion,SBL Pvt Ltd,NA,"['Helps reduce acne and pimples', 'Aids in soothing itching', 'Improves overall skin health']",4.2,150 Ratings
Dr. Reckeweg Crataegus Mother Tincture Q,Dr Reckeweg & Co,NA,"['Regulates blood pressure', 'Helps in reducing pain in the head', 'Relieves joint pains']",4.7,174 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
SBL Sabadilla Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.5,166 Ratings
Dr. Reckeweg Causticum Dilution 30 CH,Dr Reckeweg & Co,NA,"['Effective for liver and kidney ailments', 'Relieves cough and throat dryness', 'Soothes the lymph glands', 'Removes whitish discoloration of the skin']",4.5,304 Ratings
SBL Magnesia Phosphorica Biochemic Tablet 12X,SBL Pvt Ltd,NA,"['Helps relieve nerve and muscle pain', 'Can increase energy levels and keep your body fit', 'Elevates low moods and keeps you calm and relaxed', 'Helpful against flatulence, colic, dysentery etc.']",4.7,744 Ratings
Dr. Reckeweg Nuphar Luteum Mother Tincture Q,Dr Reckeweg & Co,NA,"['Improves energy levels', 'Relieves fatigue and weakness', 'Useful for skin conditions', 'Eases stomach pain and diarrhoea', 'Reduces the appearance of boils, inflamed and red skin']",4.4,76 Ratings
Bakson's Homeopathy Chrysarobinum Ointment,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Effective solution for common skin ailments', 'Provides relief from itching', 'Easy to apply and quickly absorbed', 'Offers fast and effective relief from symptoms', 'Manages dry eczema and eruptions']",4.5,101 Ratings
Hapdco Aqui Plus Face Wash,HAPDCO,NA,"['Ideal for men and women', 'Suitable for all skin types', 'Gets rid of dust and dirt from your face', 'Gives your face a clean look', 'Free of any harmful chemicals']",4.3,189 Ratings
Dr Willmar Schwabe India Alpha - WD Drop,Dr Willmar Schwabe India Pvt Ltd,NA,NA,4.4,84 Ratings
SBL Hekla Lava Trituration Tablet 3X,SBL Pvt Ltd,NA,"['Improves teeth and gum health', 'Useful in case of ulceration of nasal bones', 'Helpful in facial neuralgia', 'Soothes swelling of the jaws']",4.6,91 Ratings
SBL Baryta Carbonicum Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.5,216 Ratings
SBL Robinia Pseudacacia Mother Tincture Q,SBL Pvt Ltd,NA,NA,4.6,81 Ratings
Haslab Baby Tone-Up Tonic,HASLAB,NA,"['A homoeopathy formulation that acts as a growth supplement for children', 'Helps to keep them active and increases their immunity power', 'Improves appetite', 'Beneficial for taking care of bones and digestive system']",4.4,148 Ratings
Dr Willmar Schwabe India Caladium Seguinum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,NA,"[""Helps maintain men's reproductive health and enhances libido"", 'Reduces stomach pain and cramps', 'Manages oppression and congestion in the chest']",4.2,334 Ratings
SBL Ignatia Amara Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.6,349 Ratings
SBL Alumina Dilution 30 CH,SBL Pvt Ltd,NA,NA,4.5,228 Ratings
SBL Paeonia Officianalis Mother Tincture Q,SBL Pvt Ltd,NA,"['Useful for pain and burning of the anal region', 'Effective for painful ulcers', 'Helpful in alleviating symptoms of piles', 'Reduces swelling in the anal region']",4.5,87 Ratings
Dr. Reckeweg Bio-Combination 7 (BC 7) Tablet,Dr Reckeweg & Co,NA,"['Helps with liver and kidney functions', 'Relieves cramps and sleeplessness', 'Aids in regulating sugar levels']",4.7,75 Ratings
Wheezal WL36 Sciatica & Slip Disc Drop,Wheezal Homeo Pharma,NA,"['The formula is beneficial in the condition of sciatica, paraesthesias and formication in legs', 'Helps to overcome tingling and numbness in the extremities', 'Works to reduce stiffness in back and drawing pain in the thighs']",4.5,77 Ratings
Dr Boricke Damiatone Oral Drops,Dr. Boricke Med Pharma,NA,"['Boosts libido', 'Enhances vitality', 'Improves vigour', 'Enhances strength']",4.2,36 Ratings
Dr. Reckeweg Bio-Combination 11 (BC 11) Tablet,Dr Reckeweg & Co,NA,"['Relieves cough and runny nose', 'Helps reduce inflammation', 'Reduces frequent headaches']",4.3,32 Ratings
Medisynth Nasaltone Oral Drop,Medisynth Chemicals Pvt Ltd,NA,"['Relieves nasal congestion', 'Helps to manage febrile conditions', 'Reduces throat soreness']",4.7,65 Ratings
Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,Dr Willmar Schwabe India Pvt Ltd,NA,"['Useful in acidity, dyspepsia, bloating, deranged digestion and flatulence', 'It manages bloating, indigestion and gastric problems', 'Used in colic, diarrhoea with extremely loose bowel movement and painful haemorrhoids', 'Acts as a tonic and helps to improve the appetite and provide benefits on the intestinal spasm']",4.3,367 Ratings
